Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,4,,scales,,P,I
2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,PA,CO,1,,specimens,,S,W
2002,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,13,,scales,g,P,I
2002,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CH,HK,XX,1,,leather products (small),,E,I
2002,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CN,JP,MY,3,16,leather products (small),,T,W
2002,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CN,JP,MY,10,10,skins,,T,W
2002,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,MX,JP,MY,3542,2542,skins,,T,W
2002,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,CA,LA,,1,skins,pairs,P,W
2002,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,US,TG,,,8,live,,T,W
2002,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,GA,,2,,bodies,,P,O
2002,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,TG,,,16,live,,T,W
2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,AE,CH,XX,1,,skins,,E,I
2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,AE,CH,XX,,1,skins,,,I
2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,NO,CH,XX,1,,skins,,L,I
2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,NO,CH,XX,,1,skins,,,I
2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,ID,1,,skins,,P,I
2003,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,,2,,meat,kg,T,I
2003,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,JP,ID,,,41,specimens,,S,W
2003,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,MX,JP,MY,1540,1500,skins,,T,W
2003,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,MX,LA,,300,,skins,,T,W
2003,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,JP,CN,,,2,live,,Z,U
2004,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,ID,XX,,2655,,scales,,L,I
2004,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,24,,unspecified,g,S,I
2004,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,FR,PK,,,1,specimens,,S,U
2004,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,FR,GA,,,1,bodies,,S,W
2004,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,2045,,scales,g,T,I
2004,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,XX,,9,specimens,flasks,S,I
2004,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,XX,9,,specimens,,S,I
2004,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,,,8,specimens,flasks,S,W
2004,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,,7,,specimens,,S,W
2004,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,JP,CN,,2,,live,,Z,U
2004,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,,2,,skins,,P,W
2004,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,AU,GB,XX,,1,carvings,,P,O
2004,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,IT,CD,,,10,live,,T,W
2004,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,US,TG,,,3,live,,T,W
2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,1,,bodies,,T,W
2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,65,,meat,g,P,W
2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,62,,unspecified,g,P,I
2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,3,,leather products (small),,P,W
2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,2,,shoes,,P,U
2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,4,,shoes,,P,W
2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,PH,XX,1,,skins,,T,I
2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,XX,5,,scales,,P,I
2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,XX,9,,skin pieces,,P,I
2005,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TW,XX,15,,skin pieces,,P,I
2005,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,,,9,specimens,flasks,S,W
2005,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,,9,,specimens,,M,W
2005,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,TW,,63,,specimens,,S,W
2005,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,US,CD,,1,,live,,P,W
2005,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,US,NL,NA,,1,bodies,,T,O
2005,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,NL,CF,,1,carvings,,T,O
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,KE,GB,TZ,,1,scales,,Q,O
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CM,,1,,bodies,,P,I
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,HK,XX,100,,specimens,,L,I
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,1,,tails,,P,I
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,38,,unspecified,g,P,I
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,4,,shoes,,P,I
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,2,,shoes,,P,W
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,1,,skin pieces,,P,I
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,,2,,shoes,,P,I
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MY,XX,5,,derivatives,,P,W
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MY,XX,1,,leather products (small),,P,W
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,,0.296,,scales,kg,P,I
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,,,40,specimens,flasks,S,W
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,,40,,specimens,,S,W
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,24,,derivatives,,T,W
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,XX,,2,,leather products (small),,P,I
2006,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,XX,,18,,shoes,,P,I
2006,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,LA,,1,,skins,,P,I
2006,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,GA,,2,,live,,S,W
2006,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,TZ,,1,,specimens,,S,W
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,GB,KE,TZ,,1,carvings,,Q,O
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,GB,KE,TZ,1,,scales,,Q,O
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,NZ,CN,XX,10,,derivatives,,P,I
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CM,,2,,bodies,kg,P,I
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CM,,5,,specimens,,S,W
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,88,,derivatives,,P,I
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,281,,derivatives,,T,I
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,GH,,1,,bodies,,P,I
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,3,,leather products (small),,P,I
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,12,,shoes,,P,I
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,,2,,leather products (large),,P,I
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,PH,,1,,specimens,,S,W
2007,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,XX,,8,,shoes,,P,I
2007,II,Manis culionensis,Mammalia,Pholidota,Manidae,Manis,US,PH,,,1,specimens,,S,W
2007,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,US,CM,,11,,specimens,,S,W
2007,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,AU,VN,,,950,specimens,ml,S,W
2007,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,,,2,specimens,flasks,S,W
2007,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,SG,,2,,specimens,,S,W
2007,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,TH,,1,,skins,,P,I
2007,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,VN,,750,1150,specimens,ml,S,W
2007,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,DE,TW,,1,,live,,Z,W
2007,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,TW,,42,,specimens,,M,W
2007,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,TW,,38,,specimens,,S,W
2007,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,NL,TG,,,1,live,,T,W
2007,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,US,CM,,10,,skeletons,,T,I
2007,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,US,CM,,4,,skulls,,T,I
2007,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,US,CM,,10,,skulls,,T,W
2007,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,US,CM,,21,,specimens,,S,W
2007,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,CZ,CM,,,10,live,,T,W
2007,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,CM,,,1,trophies,,H,W
2007,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,IT,TG,,,15,live,,T,W
2007,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,NL,TG,,,1,live,,T,W
2007,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,CM,,10,,live,,T,I
2007,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,CM,,92,,specimens,,S,W
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,AU,NZ,CN,,12.2,scales,g,L,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,CH,KW,XX,2,2,skins,,E,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,KW,CH,XX,,2,skins,,E,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,KW,CH,XX,2,,skins,,E,U
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,NZ,CN,XX,85,,derivatives,,P,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,NZ,VN,,5,,derivatives,,P,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,14,,derivatives,,P,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,204,,derivatives,,T,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,15,,derivatives,,P,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,DE,CN,3,,derivatives,,P,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,23,,scales,g,P,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,1,,tails,,P,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,NG,,1,,bodies,,P,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,PH,,2,,leather products (large),,T,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,19,,derivatives,,P,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,120,,derivatives,,T,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,XX,,1,,leather products (small),,P,I
2008,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,XX,,2,,shoes,,P,I
2008,II,Manis crassicaudata,Mammalia,Pholidota,Manidae,Manis,US,LK,,1,,specimens,,S,I
2008,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,KH,,13,13,specimens,,S,W
2008,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,VN,AU,XX,1200,,specimens,ml,S,W
2008,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,CN,,48,,derivatives,,P,I
2008,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,TW,CN,14,,specimens,kg,S,W
2008,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,CN,80,,derivatives,g,P,I
2008,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,NZ,ZA,,,1,leather products (small),,P,W
2008,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,CM,,2,,trophies,,P,W
2008,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,IT,TG,,500,5,live,,T,R
2008,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,TO,TG,,,20,live,,T,W
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,NO,CN,,1,,derivatives,,,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,NZ,BR,,1,,scales,,P,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,NZ,CN,,60,,derivatives,g,P,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,159,,derivatives,,P,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,55,,derivatives,,T,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,91,,derivatives,,P,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,32,,derivatives,,T,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,GH,,2.454,,meat,kg,P,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,HK,XX,52,,derivatives,,P,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,8,,scales,,P,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,3,,leather products (small),,P,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,XX,0.13,,scales,kg,T,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,UG,XX,50,,scales,,T,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,15,,derivatives,,P,I
2009,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,XX,,24,,derivatives,,P,I
2009,II,Manis culionensis,Mammalia,Pholidota,Manidae,Manis,US,PH,,,6,specimens,,S,W
2009,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,AU,VN,,1200,,specimens,ml,S,W
2009,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CN,SG,MY,,1000,scales,kg,T,W
2009,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,DE,TW,,1,,live,,E,W
2009,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,CN,,180,,derivatives,,P,I
2009,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,LA,XX,480,,derivatives,,P,I
2009,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,CN,5660,,derivatives,,P,I
2009,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,CN,10,,derivatives,,T,I
2009,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,10600,,derivatives,,P,I
2009,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,0.409,,scales,kg,P,I
2009,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,,2053,,derivatives,,P,I
2009,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,GE,TZ,,1,,live,,Z,W
2009,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,NZ,ZA,,,1,bodies,,P,W
2009,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,US,ZA,,,0.1,specimens,kg,S,W
2009,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,US,ZA,,2,,specimens,,S,W
2009,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,US,TZ,,1,specimens,,S,W
2009,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,JP,CM,,,4,live,,T,W
2009,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,KR,NG,,10,,live,,Z,W
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,CN,SG,MY,500,,scales,kg,T,W
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,NZ,CN,,1184,,derivatives,,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,NZ,CN,,5,,derivatives,,T,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,NZ,CN,,14,,powder,g,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CI,,1,,skins,,T,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CM,,3,,bodies,,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,2,,derivatives,kg,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,40,,derivatives,,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,465,,derivatives,,T,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,4,,derivatives,,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,1,,claws,,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,1,,tails,,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,1,,unspecified,,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LR,LI,4,,meat,,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,12,,leather products (small),,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,5,,derivatives,,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,136,,derivatives,,P,I
2010,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,12,,derivatives,,T,I
2010,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,NZ,CN,,175,,derivatives,g,P,I
2010,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CN,SG,MY,1000,1000,scales,kg,T,W
2010,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CZ,SG,XX,,18,specimens,,S,U
2010,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,SG,JP,MY,,1,leather products (small),,T,W
2010,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,KR,CN,,1,1,specimens,,E,O
2010,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,MX,LA,,1000,,skins,,T,R
2010,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,CN,,10,,derivatives,g,P,I
2010,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,CN,,12,,scales,,T,I
2010,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,ID,,1,,derivatives,,P,I
2010,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,CN,380,,derivatives,,P,I
2010,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,1600,,derivatives,,P,I
2010,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,,600,,derivatives,g,P,I
2010,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,,1,,derivatives,kg,P,I
2010,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,VN,,3160,,derivatives,,P,I
2010,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,NZ,ZA,,1,,bodies,,P,W
2010,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,ZA,GH,,,1,specimens,ml,S,W
2010,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,ZA,GH,,,3,specimens,,S,W
2010,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,AE,BJ,,2,,live,,T,W
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CA,XX,1,,derivatives,,P,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CI,,428,,meat,g,P,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CM,,1,,leather products (small),,T,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,CI,25,,derivatives,,T,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,23,,derivatives,,P,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,1,,scales,,P,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,32,,derivatives,,P,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,20,,derivatives,,T,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,DE,CN,2,,derivatives,,P,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,1,,bodies,,P,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,12,,leather products (small),,P,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,GN,50,,skins,,T,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,XX,140,,scales,g,P,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,,1,,scales,,P,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,XX,8,,derivatives,,P,I
2011,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,ZA,XX,1,,scales,,P,I
2011,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,JP,TG,,,10,live,,T,W
2011,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,TH,TG,,,50,scales,kg,T,W
2011,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,TH,TG,,,20,scales,,T,W
2011,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,TH,TG,,10,,skins,,T,R
2011,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,SG,MY,,,1,bodies,,Q,W
2011,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,US,TH,,2,,derivatives,,P,I
2011,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,CA,US,TW,,1,bodies,,E,O
2011,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,CN,XX,,1,,specimens,,E,O
2011,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,CA,TW,1,1,bodies,,Q,O
2011,II,Manis pentadactyla,Mammalia,Pholidota,Manidae,Manis,US,LA,XX,40,,derivatives,,P,I
2011,II,Manis temminckii,Mammalia,Pholidota,Manidae,Manis,US,ZA,,1,,specimens,,S,W
2011,II,Manis tetradactyla,Mammalia,Pholidota,Manidae,Manis,FR,CM,,2,,skins,,T,W
2011,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,AE,BJ,,,2,live,,T,W
2011,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,DE,LR,,1,,specimens,,S,W
2011,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,FR,CM,,6,,skins,,T,W
2011,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,JP,TG,,,12,live,,T,W
2011,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,TH,GN,,250,,skins,,T,W
2011,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,CG,,1,,skins,,P,I
2011,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,TH,GN,50,,skins,,T,I
2011,II,Manis tricuspis,Mammalia,Pholidota,Manidae,Manis,US,TH,GN,,50,skin pieces,,T,W
2012,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CA,CN,1,,medicine,,P,I
2012,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,2,,medicine,,P,I
2012,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,30,,medicine,,T,I
2012,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,XX,225,,scales,,P,I
2012,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,55,,medicine,,P,I
2012,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,CN,,454,,scales,g,P,I
2012,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,GQ,,1,,bodies,,T,I
2012,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,LA,,16,,scales,,P,I
2012,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,MX,XX,4,,leather products (small),,P,I
2012,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,TH,XX,6,,scales,,P,I
2012,II,Manis spp.,Mammalia,Pholidota,Manidae,Manis,US,VN,,53,,medicine,,P,I
2012,II,Manis culionensis,Mammalia,Pholidota,Manidae,Manis,CN,US,PH,,2,specimens,,S,C
2012,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,ES,TG,,,5,live,,T,W
2012,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,GB,GA,,0.14,,scales,kg,L,I
2012,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,GB,GA,,,7,scales,,L,W
2012,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,JP,TG,,,3,live,,T,W
2012,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,LA,TG,,,50,live,,T,W
2012,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,TH,TG,,,135,scales,kg,T,W
2012,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,TH,TG,,45,,scales,,T,W
2012,II,Manis gigantea,Mammalia,Pholidota,Manidae,Manis,VN,UG,,,70,scales,kg,T,W
2012,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CN,SG,MY,800,800,scales,kg,T,W
2012,II,Manis javanica,Mammalia,Pholidota,Manidae,Manis,CN,US,HK,,65,specimens,,S,C
